response,horizon,shock,Acceptable if,variance_share
D_FEDFUNDS,24,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8954007203531145
D_FEDFUNDS,24,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.03871778777069948
D_FEDFUNDS,24,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.019078825225179254
D_FEDFUNDS,24,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.003704573342422572
UNRATE,1,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014436684618204477
UNRATE,1,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,7.085701205458398e-07
UNRATE,1,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.9855626068116748
UNRATE,1,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0
UNRATE,1,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0
UNRATE,2,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04299848146650718
UNRATE,2,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.08288643341439564
UNRATE,2,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.8455815810356089
UNRATE,2,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.026896765741442025
UNRATE,2,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0016367383420461165
UNRATE,3,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0664627176000026
UNRATE,3,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.09877999601048902
UNRATE,3,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.7915427829907511
UNRATE,3,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04167314757957218
UNRATE,3,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0015413558191847989
UNRATE,4,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.08303065940426077
UNRATE,4,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1019493566441301
UNRATE,4,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.7520771524142662
UNRATE,4,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.06162428525749697
UNRATE,4,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.001318546279845665
UNRATE,5,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.09220863077220602
UNRATE,5,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1095335215431311
UNRATE,5,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.717327181377232
UNRATE,5,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07857816027122931
UNRATE,5,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0023525060362013395
UNRATE,6,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.09937085767942444
UNRATE,6,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.11676765733461866
UNRATE,6,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.6919601237531039
UNRATE,6,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.08933259921775125
UNRATE,6,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.002568762015101388
UNRATE,7,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.10599730803761612
UNRATE,7,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.12332682026911337
UNRATE,7,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.6705272485166779
UNRATE,7,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.09781926455470664
UNRATE,7,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0023293586218854963
UNRATE,8,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.11229165697579198
UNRATE,8,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.12971333074279973
UNRATE,8,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.651812770357598
UNRATE,8,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.10403660473008676
UNRATE,8,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0021456371937230707
UNRATE,9,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1175892580984359
UNRATE,9,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13574531184970257
UNRATE,9,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.6356650571927512
UNRATE,9,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.10898529275247866
UNRATE,9,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0020150801066311386
UNRATE,10,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.12183737010207378
UNRATE,10,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.14135534038916195
UNRATE,10,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.6216071206242876
UNRATE,10,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1133173006320159
UNRATE,10,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.001882868252460436
UNRATE,11,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.12522030384147162
UNRATE,11,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.14644730553106652
UNRATE,11,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.6094666719128451
UNRATE,11,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.11708746341529172
UNRATE,11,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0017782552993244878
UNRATE,12,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1279298215575564
UNRATE,12,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.151127565385338
UNRATE,12,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.598912765497753
UNRATE,12,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.12033641484541817
UNRATE,12,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0016934327139340232
UNRATE,13,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13014994043384837
UNRATE,13,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.15546686070345234
UNRATE,13,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5896726254006582
UNRATE,13,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.12309138065751314
UNRATE,13,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0016191928045275446
UNRATE,14,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13202345599241413
UNRATE,14,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.15943413736280043
UNRATE,14,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5815741344351002
UNRATE,14,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.12541320237684955
UNRATE,14,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0015550698328353533
UNRATE,15,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1336240967987631
UNRATE,15,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.16304537346716322
UNRATE,15,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5744425577332691
UNRATE,15,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.12738733125320395
UNRATE,15,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0015006407476003045
UNRATE,16,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13498327528697054
UNRATE,16,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1663504331051177
UNRATE,16,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.568123791153276
UNRATE,16,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1290890245473954
UNRATE,16,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0014534759072400306
UNRATE,17,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1361293379841587
UNRATE,17,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1693723960846013
UNRATE,17,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5625112456920562
UNRATE,17,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13057469072156172
UNRATE,17,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0014123295176218377
UNRATE,18,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13709862042522603
UNRATE,18,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.17213329252215676
UNRATE,18,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5575115645050733
UNRATE,18,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13188012962990497
UNRATE,18,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0013763929176386746
UNRATE,19,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1379262050219374
UNRATE,19,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.17465541036565085
UNRATE,19,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5530453192112825
UNRATE,19,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1330281360987043
UNRATE,19,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0013449293024246796
UNRATE,20,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1386391901445479
UNRATE,20,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.17695717549998383
UNRATE,20,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.549047989681103
UNRATE,20,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13403833776565063
UNRATE,20,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0013173069087143942
UNRATE,21,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13925717904277818
UNRATE,21,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.17905744736297485
UNRATE,21,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5454629017716006
UNRATE,21,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1349295040558856
UNRATE,21,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0012929677667604378
UNRATE,22,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13979497518432882
UNRATE,22,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1809735583949432
UNRATE,22,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5422415813598062
UNRATE,22,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1357184687184569
UNRATE,22,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0012714163424645344
UNRATE,23,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1402642364577199
UNRATE,23,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.18272155019238023
UNRATE,23,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.539342193024752
UNRATE,23,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.1364197722933722
UNRATE,23,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0012522480317754576
UNRATE,24,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.14067474631443672
UNRATE,24,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.18431645425216184
UNRATE,24,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5367283859787487
UNRATE,24,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.13704526422751787
UNRATE,24,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0012351492271345352
INDPRO_GROWTH,1,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.008030166780077595
INDPRO_GROWTH,1,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.00806748973087851
INDPRO_GROWTH,1,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.5186332003027594
INDPRO_GROWTH,1,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.46526914318628443
INDPRO_GROWTH,1,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0
INDPRO_GROWTH,2,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.05412433174438215
INDPRO_GROWTH,2,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07963777930343648
INDPRO_GROWTH,2,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.43904675845244323
INDPRO_GROWTH,2,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.41192430582573575
INDPRO_GROWTH,2,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015266824674002245
INDPRO_GROWTH,3,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.05051483100670196
INDPRO_GROWTH,3,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07289030282953823
INDPRO_GROWTH,3,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.4823971610983697
INDPRO_GROWTH,3,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3802368316699388
INDPRO_GROWTH,3,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01396087339545111
INDPRO_GROWTH,4,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.048673066973813475
INDPRO_GROWTH,4,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07373501319351784
INDPRO_GROWTH,4,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49367148938489436
INDPRO_GROWTH,4,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3704619798603668
INDPRO_GROWTH,4,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.013458450587407503
INDPRO_GROWTH,5,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04863155488461964
INDPRO_GROWTH,5,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07376489234928556
INDPRO_GROWTH,5,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49322723741989993
INDPRO_GROWTH,5,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.37031971067345404
INDPRO_GROWTH,5,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01405660467274078
INDPRO_GROWTH,6,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04845791006415923
INDPRO_GROWTH,6,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07613617544121414
INDPRO_GROWTH,6,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.493253409272689
INDPRO_GROWTH,6,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3680761342309093
INDPRO_GROWTH,6,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.014076370991028262
INDPRO_GROWTH,7,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.048296678068583426
INDPRO_GROWTH,7,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07585435298880054
INDPRO_GROWTH,7,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49367509606687987
INDPRO_GROWTH,7,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.36665474222867983
INDPRO_GROWTH,7,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015519130647056243
INDPRO_GROWTH,8,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.048286324813840625
INDPRO_GROWTH,8,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07582497310792877
INDPRO_GROWTH,8,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49367401961301904
INDPRO_GROWTH,8,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3664591376870805
INDPRO_GROWTH,8,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01575554477813102
INDPRO_GROWTH,9,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.0482693196593126
INDPRO_GROWTH,9,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07590770121345781
INDPRO_GROWTH,9,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49386025920766596
INDPRO_GROWTH,9,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.366197931412897
INDPRO_GROWTH,9,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01576478850666652
INDPRO_GROWTH,10,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04831085904282638
INDPRO_GROWTH,10,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07583285333043989
INDPRO_GROWTH,10,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49419984682175067
INDPRO_GROWTH,10,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3658687741169365
INDPRO_GROWTH,10,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015787666688046414
INDPRO_GROWTH,11,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04840222541915533
INDPRO_GROWTH,11,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07577385174390402
INDPRO_GROWTH,11,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.4944519319951245
INDPRO_GROWTH,11,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.36557465852751686
INDPRO_GROWTH,11,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015797332314299067
INDPRO_GROWTH,12,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04849601579534552
INDPRO_GROWTH,12,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07572288674871668
INDPRO_GROWTH,12,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.4946215363607987
INDPRO_GROWTH,12,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3653739910453164
INDPRO_GROWTH,12,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015785570049822586
INDPRO_GROWTH,13,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04858063723315939
INDPRO_GROWTH,13,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07568169338999182
INDPRO_GROWTH,13,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49472912384280576
INDPRO_GROWTH,13,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.36521785069561263
INDPRO_GROWTH,13,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01579069483843021
INDPRO_GROWTH,14,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.048655502884111114
INDPRO_GROWTH,14,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07565970450591344
INDPRO_GROWTH,14,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49481224596102313
INDPRO_GROWTH,14,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.36508314410795156
INDPRO_GROWTH,14,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015789402541000544
INDPRO_GROWTH,15,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04872767007062667
INDPRO_GROWTH,15,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.075655569786353
INDPRO_GROWTH,15,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49486029252790015
INDPRO_GROWTH,15,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.36497475029488047
INDPRO_GROWTH,15,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015781717320239416
INDPRO_GROWTH,16,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.048803562608529645
INDPRO_GROWTH,16,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07565834758414189
INDPRO_GROWTH,16,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.4948899505881718
INDPRO_GROWTH,16,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.364874217290282
INDPRO_GROWTH,16,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015773921928874307
INDPRO_GROWTH,17,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.048881127054098424
INDPRO_GROWTH,17,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07566906717477337
INDPRO_GROWTH,17,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.4949095252708144
INDPRO_GROWTH,17,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3647738226223511
INDPRO_GROWTH,17,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015766457877962523
INDPRO_GROWTH,18,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04895373734704061
INDPRO_GROWTH,18,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07569048087079965
INDPRO_GROWTH,18,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.4949164376756647
INDPRO_GROWTH,18,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.3646802811636695
INDPRO_GROWTH,18,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015759062942825357
INDPRO_GROWTH,19,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.049019134009401534
INDPRO_GROWTH,19,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07571853471429583
INDPRO_GROWTH,19,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49491394320716237
INDPRO_GROWTH,19,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.36459612102794653
INDPRO_GROWTH,19,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.015752267041193525
INDPRO_GROWTH,20,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.049078245343103045
INDPRO_GROWTH,20,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07575095681081827
INDPRO_GROWTH,20,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.49490449679234105
INDPRO_GROWTH,20,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.36452026392762205
INDPRO_GROWTH,20,SENTIMENT_CHANGE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.01574603712611524
INDPRO_GROWTH,21,INF,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.04913218762639782
INDPRO_GROWTH,21,D_FEDFUNDS,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.07578735677665026
INDPRO_GROWTH,21,UNRATE,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.4948892737505928
INDPRO_GROWTH,21,INDPRO_GROWTH,variance shares closer to 1 indicate stronger contribution of the shock to forecast-error variance,0.36445097139519766
